2,801
2,799
2,797
2,739
2,724
2,700
2,693
2,686
2,679
2,659
2,642
2,622
2,614
2,604
2,599
2,599
2,551
2,535
2,520
2,517
2,512
2,505
2,502
2,494
2,493
2,488
2,486
2,466
2,466
2,449
2,413
2,361
2,357
2,352
2,337
2,336
2,314
2,286
2,284
2,281
2,276
2,273
2,259
2,258
2,243
2,243
2,241
2,237
2,231
2,228
2,216
2,215
2,211
2,209
2,206
2,204
2,195
2,193
2,189
2,187
2,184
2,181
2,177
2,175
2,175
2,173
2,165
2,163
2,163
2,162
2,161
2,161
2,145
2,142
2,138
2,136
2,132
2,129
2,126
2,126
2,124
2,122
2,116
2,115
2,109
2,108
2,99
2,98
2,82
2,72
2,70
2,66
2,64
2,63
2,62
2,59
2,56
2,39
2,38
2,33
2,31
2,31
2,29
2,25
2,25
2,22
2,19
2,19
2,14
3,3413
3,3331
3,2744
3,2197
3,2108
3,2025
3,2012
3,1895
3,1824
3,1775
3,1772
3,1745
3,1670
3,1660
3,1639
3,1638
3,1607
3,1556
3,1508
3,1463
3,1271
3,1231
3,1195
3,1184
3,1178
3,1153
3,1124
3,1098
3,1032
3,1018
3,997
3,961
3,959
3,930
3,925
3,918
3,896
3,882
3,854
3,841
3,825
3,790
3,790
3,769
3,744
3,740
3,738
3,720
3,712
3,697
3,696
3,688
3,666
3,650
3,588
3,586
3,559
3,553
3,546
3,540
3,518
3,506
3,499
3,482
3,481
3,474
3,455
3,454
3,451
3,444
3,438
3,434
3,427
3,424
3,422
3,414
3,412
3,405
3,373
3,366
3,355
3,338
3,331
3,325
3,315
3,310
3,300
3,297
3,291
3,288
3,261
3,257
3,256
3,244
3,241
3,235
3,234
3,234
3,233
3,233
3,227
3,223
3,209
3,204
3,197
3,187
3,182
3,180
3,180
3,178
3,174
3,172
3,167
3,163
3,161
3,158
3,157
3,155
3,151
3,150
3,143
3,142
3,137
3,136
3,135
3,131
3,128
3,125
3,125
3,124
3,121
3,117
3,116
3,116
3,113
3,111
3,110
3,107
3,104
3,104
3,97
3,95
3,95
3,93
3,91
3,87
3,81
3,81
3,79
3,76
3,74
3,69
3,65
3,64
3,64
3,61
3,59
3,53
3,52
3,52
3,49
3,43
3,42
3,42
3,41
3,37
3,36
3,36
3,34
3,34
3,31
3,31
3,29
3,25
3,25
3,24
3,23
3,21
3,17
3,14
3,12
3,10
3,9
3,8
3,6
3,5
3,0
4,1440
4,1439
4,1382
4,1372
4,1338
4,1304
4,1158
4,1093
4,1076
4,981
4,903
4,886
4,881
4,878
4,873
4,799
4,778
4,760
4,744
4,741
4,670
4,614
4,586
4,585
4,574
4,563
4,532
4,524
4,480
4,472
4,447
4,446
4,420
4,407
4,391
4,372
4,369
4,363
4,356
4,353
4,344
4,339
4,337
4,322
4,319
4,318
4,313
4,313
4,309
4,306
4,304
4,297
4,271
4,265
4,252
4,248
4,229
4,224
4,221
4,218
4,203
4,199
4,198
4,196
4,195
4,191
4,189
4,183
4,181
4,170
4,166
4,161
4,160
4,159
4,158
4,155
4,153
4,150
4,149
4,149
4,143
4,139
4,133
4,131
4,131
4,128
4,123
4,121
4,119
4,117
4,116
4,115
4,111
4,110
4,107
4,107
4,105
4,104
4,103
4,100
4,98
4,96
4,95
4,94
4,91
4,90
4,87
4,86
4,86
4,83
4,83
4,81
4,75
4,74
4,73
4,67
4,65
4,65
4,65
4,63
4,61
4,59
4,59
4,58
4,56
4,54
4,53
4,52
4,52
4,51
4,48
4,44
4,43
4,42
4,41
4,40
4,39
4,39
4,35
4,33
4,33
4,33
4,33
4,32
4,31
4,29
4,29
4,29
4,28
4,27
4,27
4,26
4,26
4,25
4,23
4,19
4,17
4,16
4,15
4,13
4,12
4,12
4,11
4,9
4,8
4,8
4,7
4,7
4,5
4,3
4,1
4,1
5,1755
5,1060
5,648
5,645
5,642
5,621
5,595
5,494
5,492
5,483
5,465
5,457
5,453
5,425
5,380
5,346
5,338
5,337
5,330
5,328
5,324
5,314
5,302
5,292
5,291
5,283
5,277
5,268
5,266
5,264
5,259
5,255
5,246
5,240
5,236
5,232
5,232
5,224
5,216
5,215
5,211
5,195
5,187
5,186
5,184
5,184
5,183
5,172
5,171
5,158
5,156
5,153
5,153
5,151
5,151
5,147
5,146
5,142
5,139
5,138
5,136
5,136
5,134
5,133
5,132
5,132
5,131
5,128
5,125
5,124
5,124
5,124
5,123
5,121
5,121
5,121
5,121
5,120
5,120
5,120
5,118
5,118
5,117
5,115
5,112
5,106
5,102
5,102
5,101
5,100
5,100
5,100
5,100
5,100
5,98
5,98
5,97
5,95
5,94
5,94
5,94
5,94
5,94
5,93
5,91
5,90
5,89
5,89
5,89
5,88
5,86
5,86
5,85
5,84
5,83
5,82
5,81
5,81
5,81
5,81
5,81
5,81
5,81
5,80
5,80
5,80
5,80
5,79
5,79
5,79
5,79
5,79
5,78
5,78
5,77
5,77
5,76
5,76
5,74
5,73
5,73
5,73
5,72
5,72
5,72
5,72
5,72
5,71
5,71
5,70
5,70
5,70
5,69
5,69
5,69
5,69
5,69
5,68
5,67
5,67
5,65
5,64
5,63
5,63
5,62
5,62
5,62
5,62
5,61
5,61
5,61
5,59
5,59
5,59
5,59
5,59
5,59
5,58
5,58
5,56
5,55
5,55
5,55
5,55
5,55
5,54
5,53
5,53
5,52
5,52
5,52
5,52
5,52
5,51
5,51
5,51
5,51
5,51
5,50
5,49
5,49
5,48
5,48
5,48
5,48
5,47
5,47
5,47
5,46
5,46
5,46
5,46
5,46
5,45
5,45
5,45
5,44
5,44
5,44
5,44
5,44
5,43
5,43
5,43
5,42
5,42
5,42
5,41
5,41
5,41
5,40
5,40
5,40
5,40
5,39
5,39
5,39
5,38
5,38
5,38
5,37
5,37
5,37
5,35
5,35
5,35
5,35
5,34
5,34
5,34
5,34
5,33
5,33
5,33
5,32
5,32
5,32
5,31
5,31
5,31
5,31
5,30
5,30
5,30
5,30
5,30
5,30
5,30
5,29
5,29
5,29
5,29
5,28
5,28
5,28
5,27
5,27
5,27
5,27
5,27
5,26
5,26
5,26
5,25
5,25
5,25
5,25
5,25
5,24
5,24
5,24
5,24
5,24
5,24
5,23
5,23
5,22
5,22
5,21
5,21
5,21
5,21
5,20
5,19
5,19
5,18
5,18
5,18
5,18
5,18
5,18
5,17
5,17
5,17
5,17
5,17
5,17
5,16
5,16
5,16
5,15
5,15
5,15
5,15
5,15
5,14
5,14
5,13
5,13
5,13
5,11
5,11
5,11
5,10
5,10
5,10
5,10
5,10
5,10
5,10
5,9
5,9
5,9
5,9
5,9
5,9
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,6
5,6
5,5
5,5
5,5
5,4
5,4
5,4
5,4
5,4
5,4
5,3
5,3
5,2
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
6,996
6,457
6,451
6,352
6,312
6,250
6,244
6,239
6,226
6,221
6,209
6,209
6,201
6,186
6,184
6,182
6,182
6,176
6,171
6,152
6,150
6,147
6,144
6,121
6,120
6,116
6,112
6,102
6,98
6,95
6,94
6,91
6,86
6,84
6,83
6,83
6,76
6,74
6,74
6,73
6,72
6,71
6,70
6,68
6,66
6,62
6,61
6,61
6,60
6,60
6,59
6,56
6,55
6,55
6,52
6,51
6,48
6,46
6,46
6,45
6,44
6,44
6,41
6,37
6,37
6,36
6,34
6,32
6,32
6,31
6,29
6,25
6,24
6,23
6,21
6,21
6,21
6,20
6,20
6,20
6,20
6,19
6,19
6,19
6,18
6,14
6,14
6,13
6,12
6,11
6,9
6,9
6,7
6,7
6,7
6,6
6,6
6,5
6,4
6,4
6,2
6,0
6,0
6,0
6,0
6,0
7,519
7,298
7,283
7,271
7,194
7,177
7,166
7,161
7,158
7,139
7,137
7,131
7,125
7,124
7,111
7,111
7,111
7,110
7,105
7,103
7,102
7,88
7,85
7,84
7,81
7,71
7,64
7,63
7,60
7,60
7,55
7,54
7,49
7,43
7,42
7,38
7,38
7,37
7,37
7,36
7,34
7,34
7,33
7,31
7,29
7,28
7,28
7,23
7,22
7,22
7,18
7,17
7,17
7,16
7,15
7,14
7,14
7,13
7,12
7,12
7,12
7,11
7,10
7,9
7,8
7,7
7,6
7,6
7,6
7,6
7,4
7,4
7,3
7,2
7,1
7,0
8,395
8,157
8,149
8,113
8,94
8,84
8,83
8,77
8,76
8,74
8,64
8,63
8,49
8,46
8,44
8,36
8,35
8,32
8,31
8,30
8,30
8,26
8,26
8,22
8,22
8,21
8,19
8,18
8,17
8,16
8,16
8,13
8,12
8,11
8,9
8,9
8,9
8,8
8,7
8,7
8,6
8,4
8,4
8,4
8,3
8,2
9,156
9,128
9,88
9,81
9,59
9,49
9,44
9,38
9,33
9,29
9,27
9,12
9,7
9,7
10,23
